"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","trust_all","mistrust","has_converged","covar_covered","Error"
"Mplus VERSION 7.3","0.1","10/04/2015","11:29 PM","RADC","b1","female","a",NA,NA,"grip","bnt",1,960,6,NA,21,-14875.068,29792.137,29894.342,29827.647,29793.1220746269,"b1_female_a_grip_bnt_6.out"," radcMAP_wide.dat",2.114,0.615,3.434,0.001,0.02,0.022,0.904,0.366,-0.142,0.121,-1.17,0.242,-0.11,0.124,-0.891,0.373,-0.039,0.082,-0.478,0.633,107.568,6.472,16.619,0,0.779,0.253,3.073,0.002,-2.379,1.013,-2.349,0.019,20.025,1.025,19.528,0,1.344,0.216,6.234,0,0.022,0.007,3.231,0.001,-0.086,0.028,-3.1,0.002,0.48,0.023,21.185,0,47.235,0.619,76.273,0,-0.876,0.122,-7.162,0,14.15,0.061,230.303,0,0.035,0.012,2.848,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/04/2015","11:29 PM","RADC","b1","female","a",NA,NA,"grip","bnt",1,960,7,NA,21,-15778.139,31598.278,31700.484,31633.789,31599.2630746269,"b1_female_a_grip_bnt_7.out"," radcMAP_wide.dat",2.117,0.608,3.483,0,0.02,0.017,1.173,0.241,-0.118,0.102,-1.163,0.245,-0.127,0.122,-1.037,0.3,-0.025,0.076,-0.332,0.74,108.848,6.56,16.593,0,0.95,0.197,4.827,0,-2.995,0.958,-3.128,0.002,19.724,0.927,21.288,0,1.306,0.211,6.182,0,0.014,0.004,3.287,0.001,-0.058,0.022,-2.612,0.009,0.477,0.022,21.505,0,47.28,0.619,76.35,0,-0.914,0.114,-8.022,0,14.168,0.06,234.861,0,0.02,0.011,1.836,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/04/2015","11:29 PM","RADC","b1","female","a",NA,NA,"grip","bnt",1,960,8,NA,21,-16685.565,33413.129,33515.335,33448.639,33414.1140746269,"b1_female_a_grip_bnt_8.out"," radcMAP_wide.dat",2.122,0.602,3.526,0,0.021,0.013,1.576,0.115,-0.107,0.083,-1.288,0.198,-0.098,0.107,-0.92,0.357,-0.054,0.074,-0.728,0.466,110.427,6.611,16.704,0,0.831,0.179,4.652,0,-3.498,0.901,-3.881,0,20.273,0.892,22.733,0,1.271,0.207,6.131,0,0.007,0.003,2.52,0.012,-0.039,0.018,-2.126,0.034,0.488,0.023,21.242,0,47.403,0.624,75.999,0,-1.044,0.103,-10.102,0,14.172,0.059,238.643,0,0.017,0.009,1.879,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/04/2015","11:29 PM","RADC","b1","female","a",NA,NA,"grip","bnt",1,960,9,NA,21,-17593.437,35228.874,35331.08,35264.384,35229.8590746269,"b1_female_a_grip_bnt_9.out"," radcMAP_wide.dat",2.083,0.596,3.495,0,0.009,0.01,0.924,0.355,-0.083,0.076,-1.092,0.275,-0.066,0.09,-0.733,0.463,-0.041,0.07,-0.587,0.557,109.46,6.535,16.749,0,0.639,0.135,4.748,0,-3.079,0.819,-3.761,0,21.023,0.972,21.636,0,1.257,0.206,6.109,0,0.006,0.002,2.458,0.014,-0.03,0.017,-1.753,0.08,0.482,0.022,21.719,0,47.433,0.624,76.023,0,-1.069,0.093,-11.486,0,14.181,0.059,241.485,0,0.011,0.008,1.349,0.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/04/2015","11:30 PM","RADC","b1","male","a",NA,NA,"grip","bnt",1,336,10,NA,21,-6321.184,12684.368,12764.527,12697.912,12687.3106751592,"b1_male_a_grip_bnt_10.out"," radcMAP_wide.dat",5.788,1.69,3.424,0.001,0.033,0.02,1.608,0.108,-0.264,0.16,-1.651,0.099,-0.227,0.246,-0.921,0.357,0.03,0.151,0.199,0.842,273.413,28.17,9.706,0,2.279,0.689,3.308,0.001,-9.315,2.799,-3.328,0.001,35.289,2.451,14.395,0,1.26,0.548,2.299,0.022,0.002,0.002,1.317,0.188,-0.028,0.028,-0.983,0.326,0.383,0.032,12.059,0,80.716,1.792,45.041,0,-1.823,0.257,-7.1,0,14.385,0.133,107.816,0,0.001,0.012,0.055,0.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/04/2015","11:30 PM","RADC","b1","male","a",NA,NA,"grip","bnt",1,336,11,NA,21,-6472.292,12986.584,13066.744,13000.129,12989.5266751592,"b1_male_a_grip_bnt_11.out"," radcMAP_wide.dat",5.921,1.693,3.498,0,0.047,0.02,2.348,0.019,-0.326,0.152,-2.15,0.032,-0.269,0.237,-1.134,0.257,-0.058,0.146,-0.397,0.691,272.372,28.024,9.719,0,2.18,0.671,3.248,0.001,-8.894,2.725,-3.264,0.001,34.992,2.382,14.689,0,1.266,0.545,2.325,0.02,0.003,0.002,1.582,0.114,-0.033,0.028,-1.187,0.235,0.386,0.03,12.732,0,80.659,1.786,45.158,0,-1.789,0.249,-7.179,0,14.391,0.133,108.175,0,-0.003,0.011,-0.296,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/04/2015","11:30 PM","RADC","b1","male","a",NA,NA,"grip","bnt",1,336,12,NA,21,-6537.687,13117.375,13197.534,13130.92,13120.3176751592,"b1_male_a_grip_bnt_12.out"," radcMAP_wide.dat",5.893,1.687,3.494,0,0.044,0.019,2.368,0.018,-0.322,0.144,-2.239,0.025,-0.241,0.231,-1.041,0.298,-0.048,0.142,-0.339,0.735,270.984,27.919,9.706,0,2.085,0.671,3.107,0.002,-8.337,2.698,-3.09,0.002,35.127,2.373,14.802,0,1.262,0.544,2.318,0.02,0.003,0.002,1.688,0.091,-0.031,0.027,-1.151,0.25,0.384,0.03,12.772,0,80.685,1.778,45.377,0,-1.811,0.247,-7.334,0,14.392,0.133,108.536,0,-0.003,0.011,-0.311,0.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zero variance"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zero variance"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zero variance"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zero variance"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No observations"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No observations"
"Mplus VERSION 7.3","0.1","10/04/2015","11:31 PM","RADC","b1","male","a",NA,NA,"grip","bnt",1,336,4,NA,21,-4364.516,8771.032,8851.192,8784.577,8773.97467515924,"b1_male_a_grip_bnt_4.out"," radcMAP_wide.dat",6.222,1.727,3.603,0,0.036,0.078,0.463,0.643,-0.813,0.42,-1.934,0.053,-0.568,0.373,-1.525,0.127,0.099,0.148,0.666,0.506,269.871,28.242,9.556,0,4.198,2.003,2.095,0.036,-9.705,5.163,-1.88,0.06,34.22,3.547,9.647,0,1.351,0.585,2.312,0.021,0.012,0.024,0.491,0.623,-0.113,0.105,-1.078,0.281,0.363,0.034,10.523,0,80.192,1.824,43.976,0,-1.337,0.484,-2.764,0.006,14.343,0.143,100.513,0,0.052,0.028,1.877,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/04/2015","11:31 PM","RADC","b1","male","a",NA,NA,"grip","bnt",1,336,5,NA,21,-4901.558,9845.116,9925.276,9858.661,9848.05867515924,"b1_male_a_grip_bnt_5.out"," radcMAP_wide.dat",6.187,1.71,3.619,0,0.038,0.056,0.681,0.496,-0.672,0.248,-2.705,0.007,-0.465,0.372,-1.251,0.211,0.039,0.162,0.242,0.808,274.309,28.467,9.636,0,3.868,1.565,2.472,0.013,-10.808,4.245,-2.546,0.011,32.817,2.978,11.021,0,1.276,0.561,2.275,0.023,0.008,0.009,0.837,0.402,-0.057,0.059,-0.97,0.332,0.394,0.036,10.834,0,80.438,1.817,44.268,0,-1.501,0.403,-3.725,0,14.386,0.139,103.799,0,-0.006,0.023,-0.259,0.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/04/2015","11:31 PM","RADC","b1","male","a",NA,NA,"grip","bnt",1,336,6,NA,21,-5209.059,10460.119,10540.278,10473.663,10463.0616751592,"b1_male_a_grip_bnt_6.out"," radcMAP_wide.dat",6.156,1.725,3.569,0,0.056,0.04,1.386,0.166,-0.623,0.233,-2.678,0.007,-0.398,0.351,-1.134,0.257,0,0.154,-0.003,0.997,275.56,28.525,9.66,0,3.552,1.261,2.817,0.005,-11.317,3.996,-2.832,0.005,32.514,2.779,11.699,0,1.29,0.566,2.277,0.023,0.004,0.006,0.718,0.473,-0.056,0.054,-1.036,0.3,0.391,0.035,11.204,0,80.5,1.815,44.355,0,-1.589,0.366,-4.348,0,14.373,0.138,104.089,0,0.009,0.017,0.537,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/04/2015","11:32 PM","RADC","b1","male","a",NA,NA,"grip","bnt",1,336,7,NA,21,-5515.555,11073.11,11153.269,11086.655,11076.0526751592,"b1_male_a_grip_bnt_7.out"," radcMAP_wide.dat",5.861,1.69,3.469,0.001,0.066,0.035,1.91,0.056,-0.389,0.185,-2.103,0.035,-0.246,0.309,-0.795,0.426,-0.06,0.151,-0.397,0.691,276.791,28.251,9.798,0,3.416,1.044,3.272,0.001,-12.08,3.789,-3.188,0.001,33.994,2.814,12.082,0,1.269,0.551,2.304,0.021,0.004,0.003,1.309,0.19,-0.045,0.038,-1.166,0.244,0.4,0.035,11.446,0,80.5,1.794,44.86,0,-1.651,0.318,-5.186,0,14.38,0.135,106.751,0,0.004,0.014,0.282,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
