"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","trust_all","mistrust","has_converged","covar_covered","Error"
"Mplus VERSION 7.3","0.1","10/05/2015","10:03 AM","RADC","b1","female","a",NA,NA,"grip","lineorientation",1,960,9,NA,21,-21980.267,44002.535,44104.741,44038.045,44003.5200746269,"b1_female_a_grip_lineorientation_9.out"," radcMAP_wide.dat",3.712,1.112,3.339,0.001,-0.001,0.017,-0.037,0.97,-0.009,0.153,-0.056,0.955,-0.161,0.164,-0.984,0.325,0.086,0.18,0.479,0.632,109.152,6.492,16.813,0,0.639,0.132,4.842,0,-3.079,0.802,-3.841,0,21.022,0.973,21.608,0,5.478,0.345,15.884,0,0.006,0.006,0.969,0.333,0.002,0.037,0.056,0.955,3.687,0.123,29.87,0,47.449,0.623,76.207,0,-1.067,0.093,-11.492,0,9.753,0.138,70.675,0,0.006,0.019,0.304,0.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","10:04 AM","RADC","b1","male","a",NA,NA,"grip","lineorientation",1,336,10,NA,21,-7954.435,15950.869,16031.029,15964.414,15953.8116751592,"b1_male_a_grip_lineorientation_10.out"," radcMAP_wide.dat",8.134,2.827,2.877,0.004,-0.039,0.044,-0.892,0.373,0.742,0.39,1.905,0.057,0.042,0.502,0.084,0.933,-0.244,0.435,-0.56,0.575,274.422,28.4,9.663,0,2.268,0.72,3.151,0.002,-9.066,2.865,-3.164,0.002,35.232,2.435,14.467,0,5.776,0.682,8.475,0,0.029,0.012,2.464,0.014,-0.063,0.069,-0.909,0.363,3.164,0.235,13.438,0,80.655,1.794,44.946,0,-1.783,0.251,-7.111,0,11.745,0.262,44.805,0,-0.072,0.044,-1.617,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","10:04 AM","RADC","b1","male","a",NA,NA,"grip","lineorientation",1,336,11,NA,21,-8148.361,16338.723,16418.882,16352.268,16341.6656751592,"b1_male_a_grip_lineorientation_11.out"," radcMAP_wide.dat",8.325,2.85,2.921,0.003,-0.019,0.041,-0.457,0.648,0.66,0.416,1.587,0.113,0.014,0.487,0.029,0.977,-0.298,0.44,-0.677,0.498,273.348,28.217,9.687,0,2.168,0.714,3.035,0.002,-8.546,2.786,-3.068,0.002,34.908,2.359,14.8,0,5.855,0.688,8.504,0,0.034,0.013,2.622,0.009,-0.09,0.074,-1.229,0.219,3.176,0.23,13.813,0,80.599,1.79,45.039,0,-1.75,0.245,-7.159,0,11.746,0.268,43.883,0,-0.072,0.05,-1.433,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","10:05 AM","RADC","b1","male","a",NA,NA,"grip","lineorientation",1,336,12,NA,21,-8234.868,16511.736,16591.896,16525.281,16514.6786751592,"b1_male_a_grip_lineorientation_12.out"," radcMAP_wide.dat",8.263,2.841,2.909,0.004,-0.006,0.041,-0.153,0.879,0.684,0.412,1.658,0.097,-0.023,0.482,-0.049,0.961,-0.229,0.445,-0.514,0.607,272.086,28.134,9.671,0,2.084,0.717,2.908,0.004,-8.091,2.763,-2.929,0.003,35.037,2.348,14.919,0,5.909,0.687,8.596,0,0.038,0.014,2.668,0.008,-0.111,0.075,-1.468,0.142,3.158,0.226,13.994,0,80.629,1.782,45.25,0,-1.779,0.244,-7.306,0,11.76,0.268,43.805,0,-0.081,0.052,-1.558,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","10:05 AM","RADC","b1","male","a",NA,NA,"grip","lineorientation",1,336,13,NA,21,-8257.01,16556.02,16636.179,16569.565,16558.9626751592,"b1_male_a_grip_lineorientation_13.out"," radcMAP_wide.dat",8.197,2.842,2.885,0.004,-0.01,0.041,-0.248,0.804,0.708,0.412,1.72,0.085,0.004,0.481,0.008,0.994,-0.256,0.443,-0.578,0.563,272.524,28.025,9.724,0,2.101,0.705,2.982,0.003,-8.138,2.703,-3.011,0.003,34.929,2.339,14.932,0,5.905,0.687,8.598,0,0.038,0.014,2.638,0.008,-0.108,0.075,-1.441,0.15,3.151,0.225,14.017,0,80.663,1.782,45.258,0,-1.788,0.244,-7.341,0,11.756,0.268,43.829,0,-0.079,0.052,-1.522,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","10:05 AM","RADC","b1","male","a",NA,NA,"grip","lineorientation",1,336,14,NA,21,-8276.072,16594.143,16674.303,16607.688,16597.0856751592,"b1_male_a_grip_lineorientation_14.out"," radcMAP_wide.dat",8.221,2.839,2.896,0.004,-0.01,0.041,-0.242,0.809,0.705,0.41,1.722,0.085,0,0.481,0,1,-0.262,0.442,-0.593,0.553,272.528,27.996,9.735,0,2.086,0.705,2.961,0.003,-8.094,2.683,-3.017,0.003,34.805,2.338,14.884,0,5.898,0.687,8.587,0,0.037,0.014,2.566,0.01,-0.105,0.075,-1.396,0.163,3.145,0.225,14.003,0,80.664,1.782,45.268,0,-1.789,0.243,-7.364,0,11.755,0.268,43.835,0,-0.079,0.052,-1.51,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zero variance"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zero variance"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No observations"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No observations"
"Mplus VERSION 7.3","0.1","10/05/2015","10:06 AM","RADC","b1","male","a",NA,NA,"grip","lineorientation",1,336,4,NA,21,-5428.416,10898.832,10978.991,10912.376,10901.7746751592,"b1_male_a_grip_lineorientation_4.out"," radcMAP_wide.dat",8.911,3.061,2.911,0.004,0.019,0.319,0.061,0.951,-0.055,0.991,-0.055,0.956,0.076,0.777,0.097,0.922,-0.475,0.621,-0.766,0.444,270.974,28.536,9.496,0,4.17,1.954,2.134,0.033,-9.13,5.08,-1.797,0.072,34.168,3.545,9.638,0,5.783,0.764,7.567,0,0.027,0.137,0.194,0.846,-0.152,0.195,-0.775,0.438,3.603,0.385,9.363,0,80.095,1.829,43.801,0,-1.286,0.481,-2.676,0.007,11.623,0.281,41.375,0,0.034,0.088,0.388,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","10:07 AM","RADC","b1","male","a",NA,NA,"grip","lineorientation",1,336,5,NA,21,-6091.563,12225.126,12305.285,12238.671,12228.0686751592,"b1_male_a_grip_lineorientation_5.out"," radcMAP_wide.dat",8.293,2.934,2.826,0.005,0,0.161,0,1,0.003,0.744,0.004,0.997,0.181,0.734,0.246,0.805,-0.317,0.54,-0.586,0.558,275.194,28.694,9.59,0,3.809,1.497,2.544,0.011,-10.172,4.179,-2.434,0.015,32.791,2.975,11.021,0,5.918,0.74,8.001,0,0.064,0.046,1.388,0.165,-0.214,0.148,-1.452,0.147,3.434,0.328,10.474,0,80.379,1.82,44.165,0,-1.465,0.405,-3.614,0,11.659,0.278,41.883,0,-0.005,0.074,-0.064,0.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","10:07 AM","RADC","b1","male","a",NA,NA,"grip","lineorientation",1,336,6,NA,21,-6541.205,13124.409,13204.569,13137.954,13127.3516751592,"b1_male_a_grip_lineorientation_6.out"," radcMAP_wide.dat",7.638,2.909,2.626,0.009,0.015,0.099,0.156,0.876,0.597,0.655,0.91,0.363,0.434,0.689,0.63,0.529,-0.38,0.505,-0.752,0.452,277.259,28.769,9.637,0,3.48,1.208,2.88,0.004,-10.605,3.885,-2.729,0.006,32.466,2.788,11.644,0,5.845,0.72,8.116,0,0.052,0.026,2.003,0.045,-0.156,0.114,-1.367,0.172,3.399,0.285,11.911,0,80.462,1.82,44.203,0,-1.564,0.362,-4.324,0,11.697,0.27,43.359,0,-0.042,0.063,-0.656,0.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
