"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","trust_all","mistrust","has_converged","covar_covered","Error"
"Mplus VERSION 7.3","0.1","10/05/2015","12:15 AM","RADC","b1","female","a",NA,NA,"grip","digitsf",1,961,10,NA,21,-21132.262,42306.524,42408.752,42342.056,42307.5080255591,"b1_female_a_grip_digitsf_10.out"," radcMAP_wide.dat",1.564,0.683,2.29,0.022,0.007,0.011,0.658,0.511,-0.054,0.099,-0.542,0.588,-0.048,0.086,-0.555,0.579,0.212,0.123,1.729,0.084,107.268,6.379,16.815,0,0.418,0.108,3.867,0,-2.388,0.737,-3.24,0.001,21.881,0.933,23.451,0,2.445,0.138,17.712,0,0.005,0.003,1.85,0.064,-0.009,0.016,-0.549,0.583,1.614,0.046,35.436,0,47.403,0.616,76.998,0,-1.039,0.081,-12.746,0,8.401,0.09,93.417,0,-0.041,0.012,-3.339,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:16 AM","RADC","b1","female","a",NA,NA,"grip","digitsf",1,961,11,NA,21,-21644.474,43330.949,43433.176,43366.481,43331.9330255591,"b1_female_a_grip_digitsf_11.out"," radcMAP_wide.dat",1.537,0.678,2.265,0.024,0.006,0.009,0.692,0.489,-0.052,0.094,-0.555,0.579,-0.032,0.079,-0.4,0.689,0.196,0.12,1.631,0.103,106.665,6.265,17.026,0,0.329,0.075,4.41,0,-2.161,0.623,-3.47,0.001,22.052,1.025,21.524,0,2.427,0.136,17.812,0,0.003,0.002,1.473,0.141,-0.002,0.015,-0.128,0.898,1.607,0.045,35.761,0,47.349,0.613,77.271,0,-1.01,0.075,-13.46,0,8.401,0.09,93.544,0,-0.042,0.012,-3.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:16 AM","RADC","b1","female","a",NA,NA,"grip","digitsf",1,961,12,NA,21,-21912.475,43866.951,43969.178,43902.483,43867.9350255591,"b1_female_a_grip_digitsf_12.out"," radcMAP_wide.dat",1.437,0.676,2.127,0.033,0.001,0.009,0.116,0.908,-0.001,0.093,-0.006,0.995,-0.018,0.077,-0.235,0.814,0.226,0.12,1.892,0.058,106.589,6.237,17.09,0,0.299,0.07,4.284,0,-2.094,0.592,-3.539,0,22.207,1.13,19.66,0,2.427,0.136,17.825,0,0.003,0.002,1.492,0.136,-0.001,0.015,-0.057,0.955,1.602,0.044,36.085,0,47.371,0.611,77.583,0,-1.022,0.072,-14.193,0,8.403,0.089,93.885,0,-0.043,0.012,-3.702,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:17 AM","RADC","b1","female","a",NA,NA,"grip","digitsf",1,961,13,NA,21,-22055.168,44152.335,44254.563,44187.867,44153.3190255591,"b1_female_a_grip_digitsf_13.out"," radcMAP_wide.dat",1.425,0.678,2.102,0.036,0.003,0.008,0.364,0.716,-0.028,0.09,-0.31,0.757,0.008,0.078,0.103,0.918,0.243,0.12,2.026,0.043,107.699,6.264,17.194,0,0.317,0.069,4.575,0,-2.365,0.584,-4.049,0,22.33,1.133,19.703,0,2.429,0.136,17.858,0,0.003,0.002,1.688,0.091,-0.001,0.014,-0.102,0.918,1.606,0.044,36.333,0,47.426,0.612,77.494,0,-1.046,0.072,-14.471,0,8.404,0.089,93.929,0,-0.043,0.011,-3.757,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:18 AM","RADC","b1","female","a",NA,NA,"grip","digitsf",1,961,14,NA,21,-22177.036,44396.071,44498.299,44431.603,44397.0550255591,"b1_female_a_grip_digitsf_14.out"," radcMAP_wide.dat",1.499,0.674,2.223,0.026,0.004,0.008,0.448,0.654,-0.052,0.083,-0.627,0.53,-0.003,0.076,-0.036,0.972,0.249,0.121,2.058,0.04,108.173,6.273,17.245,0,0.334,0.069,4.814,0,-2.473,0.578,-4.276,0,22.301,1.13,19.73,0,2.431,0.136,17.887,0,0.002,0.002,1.281,0.2,-0.001,0.014,-0.108,0.914,1.613,0.044,36.551,0,47.449,0.612,77.523,0,-1.053,0.072,-14.585,0,8.404,0.09,93.792,0,-0.043,0.011,-3.752,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:19 AM","RADC","b1","female","a",NA,NA,"grip","digitsf",1,961,15,NA,21,-22261.552,44565.104,44667.332,44600.636,44566.0880255591,"b1_female_a_grip_digitsf_15.out"," radcMAP_wide.dat",1.505,0.672,2.239,0.025,0.003,0.008,0.336,0.737,-0.051,0.083,-0.616,0.538,-0.004,0.075,-0.053,0.958,0.251,0.122,2.063,0.039,107.66,6.213,17.329,0,0.306,0.065,4.727,0,-2.343,0.558,-4.199,0,22.432,1.12,20.029,0,2.424,0.136,17.826,0,0.002,0.002,1.223,0.221,0,0.013,0.016,0.987,1.618,0.044,36.392,0,47.432,0.611,77.589,0,-1.049,0.071,-14.691,0,8.403,0.089,93.926,0,-0.042,0.011,-3.772,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:20 AM","RADC","b1","female","a",NA,NA,"grip","digitsf",1,961,16,NA,21,-22314.247,44670.494,44772.721,44706.026,44671.4780255591,"b1_female_a_grip_digitsf_16.out"," radcMAP_wide.dat",1.489,0.67,2.221,0.026,0.003,0.007,0.468,0.64,-0.035,0.083,-0.421,0.674,-0.014,0.074,-0.187,0.851,0.24,0.121,1.981,0.048,107.761,6.214,17.343,0,0.302,0.064,4.719,0,-2.356,0.552,-4.265,0,22.395,1.118,20.04,0,2.416,0.136,17.832,0,0.002,0.002,1.106,0.269,0.002,0.013,0.167,0.867,1.619,0.044,36.469,0,47.427,0.611,77.59,0,-1.046,0.071,-14.706,0,8.401,0.089,93.97,0,-0.042,0.011,-3.766,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:22 AM","RADC","b1","female","a",NA,NA,"grip","digitsf",1,961,17,NA,21,-22324.39,44690.78,44793.007,44726.312,44691.7640255591,"b1_female_a_grip_digitsf_17.out"," radcMAP_wide.dat",1.504,0.671,2.242,0.025,0.004,0.007,0.571,0.568,-0.04,0.083,-0.478,0.633,-0.018,0.074,-0.249,0.804,0.237,0.121,1.959,0.05,107.823,6.214,17.353,0,0.304,0.064,4.757,0,-2.371,0.552,-4.297,0,22.378,1.117,20.034,0,2.419,0.135,17.885,0,0.002,0.002,1.296,0.195,0.001,0.013,0.098,0.922,1.618,0.044,36.562,0,47.427,0.611,77.583,0,-1.045,0.071,-14.699,0,8.4,0.089,93.932,0,-0.041,0.011,-3.686,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No observations"
"Mplus VERSION 7.3","0.1","10/05/2015","12:23 AM","RADC","b1","female","a",NA,NA,"grip","digitsf",1,961,4,NA,21,-14039.012,28120.025,28222.252,28155.557,28121.0090255591,"b1_female_a_grip_digitsf_4.out"," radcMAP_wide.dat",1.58,0.726,2.175,0.03,0.022,0.074,0.304,0.761,-0.029,0.272,-0.108,0.914,-0.182,0.206,-0.883,0.377,0.213,0.176,1.215,0.225,108.153,6.738,16.052,0,0.891,0.486,1.833,0.067,-3.355,1.341,-2.501,0.012,20.25,1.184,17.102,0,2.51,0.16,15.72,0,0.016,0.022,0.718,0.473,-0.064,0.045,-1.405,0.16,1.582,0.061,25.905,0,47.288,0.635,74.503,0,-0.918,0.169,-5.444,0,8.36,0.097,86.559,0,-0.007,0.033,-0.204,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
