"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","trust_all","mistrust","has_converged","covar_covered","Error"
"Mplus VERSION 7.3","0.1","10/06/2015","11:11 AM","RADC","b1","female","a",NA,NA,"grip","wordlistrec",1,961,5,NA,21,-13038.321,26118.643,26220.87,26154.175,26119.6270255591,"b1_female_a_grip_wordlistrec_5.out"," radcMAP_wide.dat",1.4,0.357,3.921,0,0.012,0.024,0.505,0.613,0.047,0.12,0.391,0.696,-0.061,0.133,-0.457,0.648,-0.023,0.072,-0.32,0.749,106.66,6.553,16.276,0,0.827,0.343,2.416,0.016,-1.914,1.174,-1.629,0.103,20.023,1.104,18.135,0,0.557,0.147,3.801,0,0.002,0.009,0.176,0.861,0.017,0.029,0.587,0.557,0.334,0.06,5.581,0,47.271,0.622,75.94,0,-0.946,0.144,-6.581,0,9.809,0.03,329.228,0,0.014,0.008,1.6,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/06/2015","11:11 AM","RADC","b1","female","a",NA,NA,"grip","wordlistrec",1,961,6,NA,21,-14018.098,28078.196,28180.423,28113.728,28079.1800255591,"b1_female_a_grip_wordlistrec_6.out"," radcMAP_wide.dat",1.444,0.351,4.112,0,0.018,0.02,0.889,0.374,0.028,0.103,0.268,0.788,-0.093,0.103,-0.908,0.364,-0.007,0.07,-0.101,0.919,107.697,6.473,16.638,0,0.768,0.252,3.041,0.002,-2.37,1.013,-2.34,0.019,20.043,1.027,19.51,0,0.572,0.145,3.953,0,0.007,0.01,0.709,0.478,0.006,0.027,0.205,0.838,0.33,0.056,5.894,0,47.226,0.62,76.185,0,-0.867,0.122,-7.096,0,9.808,0.029,335.278,0,0.014,0.007,1.951,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/06/2015","11:11 AM","RADC","b1","female","a",NA,NA,"grip","wordlistrec",1,961,7,NA,21,-15025.202,30092.404,30194.632,30127.936,30093.3880255591,"b1_female_a_grip_wordlistrec_7.out"," radcMAP_wide.dat",1.419,0.348,4.075,0,0.013,0.016,0.797,0.425,0.029,0.09,0.322,0.748,-0.049,0.083,-0.591,0.555,-0.015,0.064,-0.228,0.82,108.83,6.546,16.624,0,0.934,0.194,4.803,0,-2.932,0.945,-3.101,0.002,19.751,0.928,21.274,0,0.582,0.142,4.084,0,0.014,0.01,1.376,0.169,-0.008,0.026,-0.298,0.765,0.341,0.054,6.289,0,47.273,0.619,76.314,0,-0.905,0.114,-7.958,0,9.813,0.029,336.98,0,0.011,0.007,1.691,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/06/2015","11:11 AM","RADC","b1","female","a",NA,NA,"grip","wordlistrec",1,961,8,NA,21,-15940.856,31923.713,32025.94,31959.244,31924.6970255591,"b1_female_a_grip_wordlistrec_8.out"," radcMAP_wide.dat",1.418,0.346,4.094,0,0.018,0.014,1.331,0.183,0.042,0.087,0.48,0.631,-0.057,0.076,-0.754,0.451,0.005,0.058,0.078,0.938,110.483,6.595,16.752,0,0.819,0.175,4.671,0,-3.453,0.883,-3.909,0,20.299,0.893,22.736,0,0.568,0.142,4.009,0,0.015,0.009,1.617,0.106,-0.001,0.025,-0.055,0.956,0.342,0.051,6.706,0,47.405,0.623,76.047,0,-1.036,0.102,-10.105,0,9.822,0.029,340.952,0,0.005,0.007,0.743,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/06/2015","11:11 AM","RADC","b1","female","a",NA,NA,"grip","wordlistrec",1,961,9,NA,21,-16904.613,33851.227,33953.454,33886.759,33852.2110255591,"b1_female_a_grip_wordlistrec_9.out"," radcMAP_wide.dat",1.415,0.345,4.1,0,0.022,0.012,1.929,0.054,0.026,0.086,0.307,0.759,-0.042,0.069,-0.617,0.537,0.003,0.055,0.058,0.954,109.541,6.518,16.806,0,0.633,0.131,4.836,0,-3.049,0.798,-3.822,0,21.064,0.972,21.664,0,0.567,0.14,4.045,0,0.014,0.008,1.699,0.089,-0.004,0.024,-0.167,0.868,0.356,0.052,6.891,0,47.436,0.623,76.14,0,-1.062,0.092,-11.578,0,9.823,0.029,341.647,0,0.005,0.007,0.711,0.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/06/2015","11:12 AM","RADC","b1","male","a",NA,NA,"grip","wordlistrec",1,336,10,NA,21,-6408.19,12858.379,12938.538,12871.924,12861.3216751592,"b1_male_a_grip_wordlistrec_10.out"," radcMAP_wide.dat",1.676,1.194,1.404,0.16,-0.002,0.022,-0.096,0.924,0.11,0.162,0.676,0.499,-0.136,0.19,-0.716,0.474,-0.002,0.176,-0.011,0.991,273.467,28.263,9.676,0,2.257,0.705,3.2,0.001,-9.214,2.854,-3.229,0.001,35.333,2.442,14.468,0,0.946,0.253,3.741,0,0.006,0.005,1.32,0.187,-0.063,0.037,-1.733,0.083,0.466,0.074,6.317,0,80.655,1.794,44.947,0,-1.803,0.255,-7.072,0,9.784,0.076,128.418,0,0,0.013,0.033,0.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/06/2015","11:12 AM","RADC","b1","male","a",NA,NA,"grip","wordlistrec",1,336,11,NA,21,-6594.448,13230.897,13311.056,13244.442,13233.8396751592,"b1_male_a_grip_wordlistrec_11.out"," radcMAP_wide.dat",1.708,1.183,1.444,0.149,0.011,0.026,0.412,0.68,0.096,0.185,0.522,0.602,-0.153,0.185,-0.824,0.41,0.007,0.164,0.043,0.966,272.209,28.072,9.697,0,2.168,0.705,3.073,0.002,-8.63,2.775,-3.109,0.002,34.978,2.363,14.803,0,0.94,0.257,3.663,0,0.009,0.006,1.59,0.112,-0.065,0.04,-1.597,0.11,0.472,0.072,6.588,0,80.606,1.789,45.052,0,-1.777,0.249,-7.135,0,9.795,0.076,129.464,0,-0.006,0.013,-0.447,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/06/2015","11:12 AM","RADC","b1","male","a",NA,NA,"grip","wordlistrec",1,336,12,NA,21,-6661.546,13365.092,13445.251,13378.637,13368.0346751592,"b1_male_a_grip_wordlistrec_12.out"," radcMAP_wide.dat",1.683,1.179,1.428,0.153,0.009,0.026,0.345,0.73,0.103,0.18,0.57,0.569,-0.136,0.182,-0.75,0.453,0.024,0.16,0.151,0.88,271.026,28,9.679,0,2.077,0.704,2.95,0.003,-8.13,2.75,-2.956,0.003,35.109,2.354,14.913,0,0.939,0.257,3.659,0,0.009,0.006,1.568,0.117,-0.064,0.04,-1.577,0.115,0.47,0.071,6.638,0,80.634,1.781,45.263,0,-1.799,0.247,-7.287,0,9.798,0.075,130.087,0,-0.007,0.013,-0.55,0.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/06/2015","11:13 AM","RADC","b1","male","a",NA,NA,"grip","wordlistrec",1,336,13,NA,21,-6678.63,13399.26,13479.419,13412.804,13402.2026751592,"b1_male_a_grip_wordlistrec_13.out"," radcMAP_wide.dat",1.689,1.179,1.432,0.152,0.008,0.026,0.323,0.747,0.103,0.18,0.57,0.569,-0.134,0.181,-0.738,0.461,0.022,0.159,0.139,0.889,271.43,27.893,9.731,0,2.092,0.693,3.02,0.003,-8.187,2.692,-3.041,0.002,35.005,2.346,14.92,0,0.939,0.257,3.655,0,0.009,0.006,1.536,0.125,-0.063,0.041,-1.559,0.119,0.469,0.071,6.632,0,80.668,1.782,45.273,0,-1.81,0.247,-7.333,0,9.797,0.075,130.118,0,-0.007,0.013,-0.539,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zero variance"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zero variance"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zero variance"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No observations"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No observations"
"Mplus VERSION 7.3","0.1","10/06/2015","11:14 AM","RADC","b1","male","a",NA,NA,"grip","wordlistrec",1,336,4,NA,21,-4396.107,8834.214,8914.373,8847.758,8837.15667515924,"b1_male_a_grip_wordlistrec_4.out"," radcMAP_wide.dat",1.921,1.334,1.44,0.15,0.054,0.124,0.433,0.665,-0.196,0.438,-0.448,0.654,-0.236,0.469,-0.503,0.615,-0.158,0.248,-0.636,0.525,270.562,28.476,9.501,0,4.28,2.03,2.108,0.035,-9.823,5.229,-1.878,0.06,34.18,3.543,9.648,0,1.072,0.272,3.945,0,0.027,0.03,0.919,0.358,-0.164,0.073,-2.263,0.024,0.435,0.082,5.33,0,80.119,1.829,43.813,0,-1.308,0.483,-2.706,0.007,9.766,0.084,115.918,0,0.013,0.029,0.425,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/06/2015","11:14 AM","RADC","b1","male","a",NA,NA,"grip","wordlistrec",1,336,5,NA,21,-4969.849,9981.698,10061.858,9995.243,9984.64067515924,"b1_male_a_grip_wordlistrec_5.out"," radcMAP_wide.dat",1.912,1.269,1.506,0.132,0.025,0.067,0.374,0.708,-0.04,0.342,-0.117,0.907,-0.344,0.284,-1.209,0.226,-0.064,0.234,-0.272,0.786,275.308,28.717,9.587,0,3.987,1.611,2.474,0.013,-11.078,4.283,-2.587,0.01,32.711,2.979,10.981,0,0.992,0.258,3.842,0,0.033,0.02,1.674,0.094,-0.114,0.058,-1.952,0.051,0.462,0.081,5.677,0,80.38,1.821,44.137,0,-1.49,0.406,-3.671,0,9.768,0.083,118.362,0,0.016,0.025,0.637,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/06/2015","11:14 AM","RADC","b1","male","a",NA,NA,"grip","wordlistrec",1,336,6,NA,21,-5311.281,10664.562,10744.721,10678.107,10667.5046751592,"b1_male_a_grip_wordlistrec_6.out"," radcMAP_wide.dat",1.855,1.262,1.47,0.142,0.079,0.067,1.183,0.237,0.011,0.299,0.037,0.97,-0.341,0.307,-1.112,0.266,-0.097,0.209,-0.466,0.642,276.439,28.673,9.641,0,3.635,1.295,2.808,0.005,-11.386,3.917,-2.907,0.004,32.425,2.792,11.613,0,0.971,0.26,3.735,0,0.028,0.015,1.887,0.059,-0.097,0.053,-1.829,0.067,0.466,0.075,6.177,0,80.459,1.82,44.203,0,-1.595,0.369,-4.318,0,9.786,0.08,121.929,0,-0.004,0.023,-0.17,0.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
