"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","trust_all","mistrust","has_converged","covar_covered","Error"
"Mplus VERSION 7.3","0.1","10/05/2015","12:05 AM","RADC","b1","female","a",NA,NA,"grip","lmdelayed",1,960,5,NA,21,-18229.631,36501.263,36603.468,36536.773,36502.2480746269,"b1_female_a_grip_lmdelayed_5.out"," radcMAP_wide.dat",2.784,1.499,1.858,0.063,0.151,0.098,1.535,0.125,1.3,0.43,3.026,0.002,-0.054,0.375,-0.144,0.886,0.114,0.304,0.375,0.708,106.25,6.505,16.333,0,0.847,0.343,2.469,0.014,-1.984,1.164,-1.704,0.088,20.012,1.101,18.169,0,12.262,0.686,17.862,0,0.269,0.06,4.472,0,0.195,0.156,1.249,0.212,5.86,0.218,26.925,0,47.281,0.622,76.066,0,-0.953,0.146,-6.536,0,11.014,0.187,58.953,0,0.442,0.053,8.282,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:05 AM","RADC","b1","female","a",NA,NA,"grip","lmdelayed",1,960,6,NA,21,-19717.982,39477.963,39580.169,39513.474,39478.9480746269,"b1_female_a_grip_lmdelayed_6.out"," radcMAP_wide.dat",3.161,1.481,2.134,0.033,0.094,0.069,1.357,0.175,1.022,0.381,2.682,0.007,-0.139,0.311,-0.446,0.656,0.325,0.287,1.13,0.258,107.312,6.427,16.698,0,0.774,0.252,3.064,0.002,-2.449,1.001,-2.446,0.014,20.051,1.027,19.52,0,12.271,0.669,18.339,0,0.231,0.041,5.617,0,0.218,0.134,1.632,0.103,5.848,0.202,28.944,0,47.239,0.62,76.242,0,-0.878,0.124,-7.089,0,11.06,0.186,59.395,0,0.398,0.047,8.419,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:05 AM","RADC","b1","female","a",NA,NA,"grip","lmdelayed",1,960,7,NA,21,-21067.965,42177.93,42280.136,42213.44,42178.9150746269,"b1_female_a_grip_lmdelayed_7.out"," radcMAP_wide.dat",3.095,1.456,2.125,0.034,0.101,0.052,1.933,0.053,1.082,0.331,3.269,0.001,-0.061,0.275,-0.223,0.823,0.225,0.263,0.858,0.391,108.514,6.513,16.662,0,0.951,0.196,4.856,0,-3.055,0.944,-3.236,0.001,19.746,0.927,21.292,0,12.325,0.655,18.804,0,0.221,0.032,6.858,0,0.218,0.121,1.791,0.073,5.796,0.188,30.899,0,47.273,0.619,76.412,0,-0.904,0.115,-7.885,0,11.123,0.184,60.483,0,0.346,0.041,8.439,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:05 AM","RADC","b1","female","a",NA,NA,"grip","lmdelayed",1,960,8,NA,21,-22353.622,44749.243,44851.449,44784.753,44750.2280746269,"b1_female_a_grip_lmdelayed_8.out"," radcMAP_wide.dat",3.529,1.461,2.416,0.016,0.103,0.044,2.351,0.019,0.868,0.302,2.869,0.004,-0.121,0.242,-0.502,0.616,0.258,0.25,1.031,0.303,109.985,6.542,16.813,0,0.833,0.176,4.731,0,-3.523,0.878,-4.014,0,20.287,0.892,22.734,0,12.469,0.656,19.012,0,0.194,0.028,6.9,0,0.198,0.113,1.761,0.078,5.809,0.18,32.259,0,47.4,0.622,76.195,0,-1.03,0.103,-9.993,0,11.19,0.183,60.995,0,0.301,0.037,8.065,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:05 AM","RADC","b1","female","a",NA,NA,"grip","lmdelayed",1,960,9,NA,21,-23587.616,47217.233,47319.438,47252.743,47218.2180746269,"b1_female_a_grip_lmdelayed_9.out"," radcMAP_wide.dat",3.552,1.452,2.446,0.014,0.061,0.035,1.737,0.082,0.911,0.28,3.249,0.001,-0.079,0.218,-0.361,0.718,0.196,0.24,0.817,0.414,109.07,6.466,16.867,0,0.643,0.133,4.845,0,-3.111,0.795,-3.915,0,21.032,0.973,21.626,0,12.554,0.645,19.472,0,0.172,0.026,6.522,0,0.201,0.104,1.929,0.054,5.845,0.173,33.861,0,47.439,0.622,76.275,0,-1.06,0.093,-11.395,0,11.273,0.184,61.411,0,0.251,0.034,7.306,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:06 AM","RADC","b1","male","a",NA,NA,"grip","lmdelayed",1,336,10,NA,21,-8562.432,17166.864,17247.024,17180.409,17169.8066751592,"b1_male_a_grip_lmdelayed_10.out"," radcMAP_wide.dat",4.857,4.023,1.207,0.227,0.02,0.079,0.257,0.797,1.674,0.833,2.011,0.044,-0.268,0.497,-0.54,0.589,0.562,0.51,1.101,0.271,273.416,28.268,9.672,0,2.26,0.698,3.236,0.001,-9.145,2.869,-3.187,0.001,35.307,2.442,14.459,0,11.334,1.063,10.665,0,0.218,0.052,4.211,0,-0.025,0.186,-0.134,0.893,5.888,0.275,21.394,0,80.649,1.794,44.943,0,-1.798,0.257,-7.005,0,10.42,0.367,28.39,0,0.205,0.071,2.898,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:06 AM","RADC","b1","male","a",NA,NA,"grip","lmdelayed",1,336,11,NA,21,-8770.112,17582.223,17662.383,17595.768,17585.1656751592,"b1_male_a_grip_lmdelayed_11.out"," radcMAP_wide.dat",5.212,4.025,1.295,0.195,0.018,0.076,0.242,0.808,1.479,0.809,1.827,0.068,-0.201,0.475,-0.423,0.672,0.588,0.488,1.204,0.228,272.194,28.085,9.692,0,2.151,0.691,3.113,0.002,-8.528,2.79,-3.057,0.002,34.988,2.369,14.769,0,11.312,1.051,10.762,0,0.201,0.05,4.038,0,0.006,0.174,0.032,0.974,5.96,0.276,21.561,0,80.594,1.789,45.054,0,-1.766,0.25,-7.078,0,10.46,0.369,28.361,0,0.185,0.07,2.647,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:06 AM","RADC","b1","male","a",NA,NA,"grip","lmdelayed",1,336,12,NA,21,-8862.954,17767.908,17848.067,17781.452,17770.8506751592,"b1_male_a_grip_lmdelayed_12.out"," radcMAP_wide.dat",5.469,4.045,1.352,0.176,0.03,0.075,0.393,0.695,1.301,0.817,1.593,0.111,-0.146,0.47,-0.31,0.757,0.574,0.481,1.194,0.233,271.097,28.017,9.676,0,2.065,0.69,2.991,0.003,-8.036,2.766,-2.906,0.004,35.109,2.359,14.883,0,11.435,1.053,10.86,0,0.205,0.049,4.196,0,-0.025,0.17,-0.145,0.885,5.929,0.271,21.851,0,80.621,1.781,45.262,0,-1.79,0.247,-7.246,0,10.448,0.37,28.252,0,0.194,0.069,2.805,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:06 AM","RADC","b1","male","a",NA,NA,"grip","lmdelayed",1,336,13,NA,21,-8886.708,17815.417,17895.576,17828.961,17818.3596751592,"b1_male_a_grip_lmdelayed_13.out"," radcMAP_wide.dat",5.561,4.042,1.376,0.169,0.028,0.075,0.378,0.706,1.309,0.817,1.603,0.109,-0.174,0.471,-0.369,0.712,0.588,0.478,1.229,0.219,271.404,27.898,9.728,0,2.079,0.68,3.059,0.002,-8.081,2.706,-2.986,0.003,35.011,2.351,14.893,0,11.462,1.052,10.898,0,0.207,0.049,4.248,0,-0.032,0.169,-0.186,0.852,5.906,0.268,21.999,0,80.655,1.781,45.275,0,-1.801,0.247,-7.292,0,10.449,0.37,28.255,0,0.194,0.069,2.795,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:07 AM","RADC","b1","male","a",NA,NA,"grip","lmdelayed",1,336,14,NA,21,-8908.853,17859.706,17939.865,17873.251,17862.6486751592,"b1_male_a_grip_lmdelayed_14.out"," radcMAP_wide.dat",5.614,4.036,1.391,0.164,0.033,0.075,0.436,0.663,1.287,0.812,1.584,0.113,-0.182,0.469,-0.388,0.698,0.573,0.477,1.201,0.23,271.354,27.868,9.737,0,2.061,0.679,3.035,0.002,-8.021,2.684,-2.988,0.003,34.893,2.351,14.844,0,11.472,1.05,10.921,0,0.205,0.048,4.264,0,-0.031,0.169,-0.183,0.855,5.91,0.268,22.053,0,80.653,1.781,45.285,0,-1.801,0.246,-7.313,0,10.454,0.37,28.264,0,0.192,0.069,2.781,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:07 AM","RADC","b1","male","a",NA,NA,"grip","lmdelayed",1,336,15,NA,21,-8922.106,17886.212,17966.372,17899.757,17889.1546751592,"b1_male_a_grip_lmdelayed_15.out"," radcMAP_wide.dat",5.528,4.013,1.377,0.168,0.033,0.074,0.448,0.654,1.312,0.803,1.633,0.102,-0.172,0.468,-0.368,0.713,0.559,0.481,1.162,0.245,271.139,27.827,9.744,0,2.055,0.679,3.024,0.002,-7.968,2.672,-2.982,0.003,34.848,2.348,14.844,0,11.435,1.051,10.877,0,0.201,0.048,4.163,0,-0.017,0.17,-0.1,0.92,5.943,0.271,21.951,0,80.64,1.781,45.289,0,-1.797,0.246,-7.305,0,10.459,0.37,28.262,0,0.189,0.068,2.77,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:07 AM","RADC","b1","male","a",NA,NA,"grip","lmdelayed",1,336,16,NA,21,-8935.373,17912.746,17992.905,17926.291,17915.6886751592,"b1_male_a_grip_lmdelayed_16.out"," radcMAP_wide.dat",5.628,4.024,1.399,0.162,0.038,0.074,0.521,0.602,1.266,0.8,1.583,0.113,-0.194,0.47,-0.412,0.68,0.589,0.484,1.217,0.223,272.144,28.036,9.707,0,2.078,0.671,3.096,0.002,-8.19,2.689,-3.046,0.002,34.946,2.331,14.99,0,11.448,1.051,10.893,0,0.199,0.048,4.134,0,-0.018,0.169,-0.106,0.916,5.944,0.271,21.939,0,80.639,1.781,45.28,0,-1.793,0.246,-7.284,0,10.463,0.37,28.263,0,0.188,0.068,2.765,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No observations"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No observations"
"Mplus VERSION 7.3","0.1","10/05/2015","12:08 AM","RADC","b1","male","a",NA,NA,"grip","lmdelayed",1,336,4,NA,21,-5749.088,11540.175,11620.335,11553.72,11543.1176751592,"b1_male_a_grip_lmdelayed_4.out"," radcMAP_wide.dat",0.923,4.34,0.213,0.832,-0.244,0.361,-0.674,0.5,3.913,1.546,2.531,0.011,0.513,1.001,0.512,0.609,0.944,0.786,1.201,0.23,270.319,28.444,9.504,0,4.265,2.022,2.109,0.035,-9.915,5.255,-1.887,0.059,34.245,3.559,9.621,0,11.915,1.2,9.927,0,0.342,0.171,2.003,0.045,-0.415,0.359,-1.154,0.248,5.738,0.445,12.898,0,80.106,1.827,43.835,0,-1.323,0.487,-2.715,0.007,10.073,0.401,25.145,0,0.502,0.134,3.762,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:08 AM","RADC","b1","male","a",NA,NA,"grip","lmdelayed",1,336,5,NA,21,-6468.009,12978.018,13058.177,12991.563,12980.9606751592,"b1_male_a_grip_lmdelayed_5.out"," radcMAP_wide.dat",0.788,4.259,0.185,0.853,-0.269,0.216,-1.242,0.214,3.747,1.306,2.87,0.004,0.646,0.804,0.804,0.421,1.136,0.61,1.86,0.063,274.301,28.622,9.584,0,3.869,1.572,2.462,0.014,-10.582,4.316,-2.452,0.014,32.824,2.987,10.989,0,11.769,1.162,10.128,0,0.333,0.109,3.054,0.002,-0.269,0.28,-0.962,0.336,5.591,0.369,15.163,0,80.398,1.817,44.244,0,-1.523,0.407,-3.743,0,10.189,0.392,25.963,0,0.361,0.106,3.4,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:08 AM","RADC","b1","male","a",NA,NA,"grip","lmdelayed",1,336,6,NA,21,-6973.52,13989.039,14069.199,14002.584,13991.9816751592,"b1_male_a_grip_lmdelayed_6.out"," radcMAP_wide.dat",1.341,4.185,0.321,0.749,-0.104,0.187,-0.556,0.579,3.232,1.147,2.817,0.005,0.485,0.737,0.659,0.51,0.917,0.585,1.566,0.117,276.356,28.67,9.639,0,3.597,1.276,2.819,0.005,-11.32,4.005,-2.826,0.005,32.448,2.792,11.621,0,11.863,1.17,10.141,0,0.322,0.086,3.753,0,-0.323,0.259,-1.244,0.214,5.692,0.334,17.02,0,80.442,1.818,44.242,0,-1.578,0.366,-4.314,0,10.177,0.382,26.637,0,0.373,0.094,3.977,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
