"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","trust_all","mistrust","has_converged","covar_covered","Error"
"Mplus VERSION 7.3","0.1","10/05/2015"," 9:11 AM","RADC","b1","female","a",NA,NA,"grip","bostonstoryimm",1,961,5,NA,21,-15846.059,31734.118,31836.346,31769.65,31735.1020255591,"b1_female_a_grip_bostonstoryimm_5.out"," radcMAP_wide.dat",0.331,0.578,0.572,0.567,0.03,0.052,0.579,0.563,0.36,0.243,1.486,0.137,0.121,0.155,0.78,0.436,-0.007,0.178,-0.04,0.968,106.034,6.505,16.301,0,0.79,0.337,2.343,0.019,-1.776,1.159,-1.532,0.126,20.086,1.103,18.213,0,1.122,0.117,9.596,0,0.049,0.018,2.668,0.008,-0.036,0.04,-0.89,0.374,1.985,0.072,27.587,0,47.289,0.62,76.225,0,-0.956,0.143,-6.679,0,9.989,0.072,139.682,0,-0.009,0.027,-0.341,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015"," 9:11 AM","RADC","b1","female","a",NA,NA,"grip","bostonstoryimm",1,961,6,NA,21,-17157.996,34357.992,34460.22,34393.524,34358.9760255591,"b1_female_a_grip_bostonstoryimm_6.out"," radcMAP_wide.dat",0.423,0.562,0.752,0.452,0.006,0.039,0.147,0.883,0.342,0.21,1.629,0.103,0.044,0.135,0.324,0.746,0.042,0.168,0.248,0.804,107.17,6.431,16.665,0,0.76,0.25,3.036,0.002,-2.318,0.999,-2.32,0.02,20.061,1.025,19.564,0,1.107,0.108,10.292,0,0.036,0.012,3.083,0.002,-0.029,0.031,-0.916,0.359,2.035,0.065,31.413,0,47.25,0.618,76.409,0,-0.875,0.122,-7.158,0,10.004,0.07,142.112,0,-0.023,0.024,-0.965,0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015"," 9:11 AM","RADC","b1","female","a",NA,NA,"grip","bostonstoryimm",1,961,7,NA,21,-18351.538,36745.075,36847.303,36780.607,36746.0590255591,"b1_female_a_grip_bostonstoryimm_7.out"," radcMAP_wide.dat",0.499,0.54,0.925,0.355,0,0.027,-0.007,0.994,0.267,0.17,1.573,0.116,0.062,0.112,0.552,0.581,0.075,0.156,0.477,0.633,108.389,6.51,16.649,0,0.933,0.194,4.822,0,-2.934,0.938,-3.128,0.002,19.761,0.926,21.336,0,1.078,0.103,10.454,0,0.026,0.008,3.331,0.001,-0.012,0.025,-0.47,0.639,2.052,0.06,34.168,0,47.29,0.618,76.471,0,-0.909,0.114,-7.982,0,10.006,0.067,148.512,0,-0.023,0.019,-1.242,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015"," 9:11 AM","RADC","b1","female","a",NA,NA,"grip","bostonstoryimm",1,961,8,NA,21,-19502.901,39047.801,39150.029,39083.333,39048.7850255591,"b1_female_a_grip_bostonstoryimm_8.out"," radcMAP_wide.dat",0.505,0.534,0.944,0.345,-0.008,0.022,-0.372,0.71,0.266,0.148,1.795,0.073,0.068,0.101,0.669,0.503,0.094,0.153,0.613,0.54,109.886,6.554,16.766,0,0.818,0.175,4.667,0,-3.427,0.879,-3.896,0,20.302,0.891,22.787,0,1.085,0.099,10.971,0,0.019,0.005,3.517,0,-0.011,0.02,-0.535,0.593,2.077,0.057,36.201,0,47.423,0.622,76.203,0,-1.043,0.103,-10.158,0,9.995,0.067,149.446,0,-0.015,0.017,-0.907,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015"," 9:12 AM","RADC","b1","female","a",NA,NA,"grip","bostonstoryimm",1,961,9,NA,21,-20607.217,41256.434,41358.662,41291.966,41257.4180255591,"b1_female_a_grip_bostonstoryimm_9.out"," radcMAP_wide.dat",0.422,0.518,0.815,0.415,-0.005,0.019,-0.286,0.775,0.31,0.137,2.253,0.024,0.057,0.087,0.657,0.511,0.107,0.151,0.708,0.479,108.958,6.478,16.82,0,0.63,0.132,4.784,0,-3.026,0.795,-3.808,0,21.051,0.97,21.701,0,1.039,0.096,10.845,0,0.015,0.004,3.338,0.001,0.007,0.018,0.403,0.687,2.085,0.057,36.384,0,47.456,0.622,76.257,0,-1.07,0.092,-11.693,0,10.001,0.065,153.063,0,-0.019,0.015,-1.292,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015"," 9:13 AM","RADC","b1","male","a",NA,NA,"grip","bostonstoryimm",1,336,10,NA,21,-7546.189,15134.377,15214.537,15147.922,15137.3196751592,"b1_male_a_grip_bostonstoryimm_10.out"," radcMAP_wide.dat",4.192,1.609,2.605,0.009,0.036,0.045,0.799,0.424,0.232,0.384,0.604,0.546,-0.294,0.232,-1.265,0.206,0.146,0.289,0.506,0.613,273.772,28.302,9.673,0,2.27,0.697,3.256,0.001,-9.331,2.911,-3.205,0.001,35.312,2.433,14.514,0,1.221,0.19,6.422,0,0.011,0.007,1.554,0.12,-0.01,0.032,-0.312,0.755,2.181,0.106,20.598,0,80.613,1.794,44.93,0,-1.807,0.256,-7.049,0,10.121,0.136,74.301,0,-0.129,0.033,-3.909,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015"," 9:13 AM","RADC","b1","male","a",NA,NA,"grip","bostonstoryimm",1,336,11,NA,21,-7728.016,15498.032,15578.191,15511.577,15500.9746751592,"b1_male_a_grip_bostonstoryimm_11.out"," radcMAP_wide.dat",4.263,1.592,2.678,0.007,0.044,0.04,1.078,0.281,0.166,0.333,0.497,0.619,-0.286,0.222,-1.288,0.198,0.127,0.292,0.436,0.663,272.509,28.129,9.688,0,2.161,0.687,3.147,0.002,-8.706,2.819,-3.088,0.002,34.991,2.356,14.853,0,1.199,0.185,6.484,0,0.007,0.005,1.268,0.205,-0.001,0.026,-0.036,0.972,2.202,0.105,20.93,0,80.557,1.789,45.024,0,-1.776,0.249,-7.135,0,10.089,0.135,74.643,0,-0.111,0.029,-3.778,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015"," 9:14 AM","RADC","b1","male","a",NA,NA,"grip","bostonstoryimm",1,336,12,NA,21,-7809,15659.999,15740.159,15673.544,15662.9416751592,"b1_male_a_grip_bostonstoryimm_12.out"," radcMAP_wide.dat",4.387,1.576,2.784,0.005,0.049,0.039,1.269,0.204,0.086,0.319,0.271,0.787,-0.279,0.218,-1.28,0.201,0.088,0.287,0.306,0.759,271.399,28.064,9.671,0,2.068,0.682,3.034,0.002,-8.204,2.784,-2.947,0.003,35.124,2.344,14.985,0,1.198,0.183,6.542,0,0.006,0.005,1.355,0.175,0,0.025,0.011,0.992,2.189,0.103,21.189,0,80.585,1.781,45.239,0,-1.801,0.247,-7.294,0,10.079,0.135,74.905,0,-0.105,0.028,-3.735,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015"," 9:14 AM","RADC","b1","male","a",NA,NA,"grip","bostonstoryimm",1,336,13,NA,21,-7833.144,15708.289,15788.448,15721.834,15711.2316751592,"b1_male_a_grip_bostonstoryimm_13.out"," radcMAP_wide.dat",4.335,1.568,2.765,0.006,0.047,0.038,1.26,0.208,0.106,0.313,0.339,0.735,-0.27,0.216,-1.252,0.211,0.079,0.286,0.275,0.783,271.562,27.916,9.728,0,2.081,0.672,3.094,0.002,-8.213,2.723,-3.016,0.003,35.03,2.337,14.988,0,1.193,0.183,6.532,0,0.006,0.005,1.379,0.168,0.001,0.025,0.042,0.966,2.193,0.103,21.341,0,80.616,1.781,45.252,0,-1.813,0.247,-7.343,0,10.069,0.134,74.931,0,-0.101,0.028,-3.549,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015"," 9:14 AM","RADC","b1","male","a",NA,NA,"grip","bostonstoryimm",1,336,14,NA,21,-7854.091,15750.182,15830.342,15763.727,15753.1246751592,"b1_male_a_grip_bostonstoryimm_14.out"," radcMAP_wide.dat",4.341,1.572,2.762,0.006,0.047,0.038,1.258,0.208,0.104,0.315,0.331,0.74,-0.267,0.215,-1.242,0.214,0.059,0.284,0.207,0.836,271.548,27.876,9.741,0,2.062,0.672,3.067,0.002,-8.156,2.702,-3.019,0.003,34.912,2.337,14.936,0,1.205,0.183,6.602,0,0.007,0.005,1.64,0.101,-0.003,0.025,-0.124,0.902,2.191,0.102,21.414,0,80.619,1.781,45.261,0,-1.815,0.246,-7.375,0,10.071,0.134,74.935,0,-0.102,0.028,-3.617,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zero variance"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zero variance"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No observations"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No observations"
"Mplus VERSION 7.3","0.1","10/05/2015"," 9:15 AM","RADC","b1","male","a",NA,NA,"grip","bostonstoryimm",1,336,4,NA,21,-5061.765,10165.53,10245.689,10179.075,10168.4726751592,"b1_male_a_grip_bostonstoryimm_4.out"," radcMAP_wide.dat",4.254,1.786,2.382,0.017,0.027,0.215,0.128,0.898,-0.212,0.782,-0.271,0.786,0.012,0.432,0.027,0.978,-0.066,0.432,-0.153,0.878,270.6,28.446,9.513,0,4.251,2.021,2.104,0.035,-9.767,5.239,-1.864,0.062,34.217,3.554,9.627,0,1.223,0.26,4.697,0,0.021,0.056,0.371,0.71,0.006,0.098,0.057,0.955,2.071,0.156,13.244,0,80.067,1.827,43.823,0,-1.341,0.492,-2.725,0.006,10.212,0.152,67.044,0,-0.249,0.068,-3.634,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015"," 9:15 AM","RADC","b1","male","a",NA,NA,"grip","bostonstoryimm",1,336,5,NA,21,-5693.332,11428.663,11508.823,11442.208,11431.6056751592,"b1_male_a_grip_bostonstoryimm_5.out"," radcMAP_wide.dat",3.689,1.742,2.118,0.034,-0.125,0.119,-1.047,0.295,0.357,0.607,0.588,0.556,0.106,0.344,0.307,0.759,0.228,0.346,0.66,0.509,275.382,28.707,9.593,0,3.939,1.57,2.509,0.012,-10.908,4.287,-2.545,0.011,32.722,2.974,11.002,0,1.332,0.242,5.498,0,0.02,0.029,0.704,0.482,-0.062,0.072,-0.866,0.386,2.1,0.129,16.216,0,80.352,1.821,44.122,0,-1.502,0.406,-3.698,0,10.153,0.149,68.104,0,-0.174,0.053,-3.306,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015"," 9:16 AM","RADC","b1","male","a",NA,NA,"grip","bostonstoryimm",1,336,6,NA,21,-6132.248,12306.496,12386.655,12320.041,12309.4386751592,"b1_male_a_grip_bostonstoryimm_6.out"," radcMAP_wide.dat",3.714,1.654,2.246,0.025,-0.071,0.079,-0.896,0.37,0.264,0.447,0.591,0.555,0.162,0.308,0.525,0.6,0.154,0.315,0.489,0.625,276.771,28.713,9.639,0,3.574,1.266,2.824,0.005,-11.366,3.987,-2.851,0.004,32.481,2.79,11.642,0,1.222,0.213,5.74,0,0.009,0.016,0.557,0.578,-0.008,0.046,-0.171,0.864,2.157,0.119,18.075,0,80.413,1.821,44.152,0,-1.593,0.364,-4.374,0,10.088,0.14,72.14,0,-0.11,0.041,-2.661,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
