"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","trust_all","mistrust","has_converged","covar_covered","Error"
"Mplus VERSION 7.3","0.1","10/05/2015","12:55 AM","RADC","b1","female","a",NA,NA,"grip","bostonstorydelay",1,961,10,NA,21,-22036.575,44115.149,44217.377,44150.681,44116.1330255591,"b1_female_a_grip_bostonstorydelay_10.out"," radcMAP_wide.dat",0.392,0.566,0.693,0.489,0.006,0.015,0.397,0.691,0.515,0.143,3.591,0,0.017,0.084,0.201,0.841,0.216,0.161,1.341,0.18,107.134,6.363,16.838,0,0.409,0.106,3.847,0,-2.342,0.728,-3.217,0.001,21.916,0.931,23.534,0,1.207,0.141,8.54,0,0.035,0.009,3.742,0,0.107,0.029,3.744,0,2.571,0.114,22.474,0,47.406,0.615,77.101,0,-1.039,0.081,-12.855,0,9.674,0.068,141.493,0,-0.012,0.015,-0.792,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:55 AM","RADC","b1","female","a",NA,NA,"grip","bostonstorydelay",1,961,11,NA,21,-22639.784,45321.568,45423.796,45357.1,45322.5520255591,"b1_female_a_grip_bostonstorydelay_11.out"," radcMAP_wide.dat",0.374,0.559,0.67,0.503,0.001,0.013,0.068,0.946,0.497,0.141,3.526,0,0.071,0.076,0.929,0.353,0.229,0.159,1.435,0.151,106.529,6.249,17.047,0,0.321,0.072,4.462,0,-2.118,0.612,-3.461,0.001,22.091,1.022,21.607,0,1.196,0.141,8.475,0,0.035,0.009,3.944,0,0.107,0.028,3.894,0,2.622,0.116,22.545,0,47.352,0.612,77.384,0,-1.012,0.074,-13.601,0,9.688,0.068,142.438,0,-0.018,0.015,-1.257,0.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:56 AM","RADC","b1","female","a",NA,NA,"grip","bostonstorydelay",1,961,12,NA,21,-22925.202,45892.403,45994.631,45927.935,45893.3870255591,"b1_female_a_grip_bostonstorydelay_12.out"," radcMAP_wide.dat",0.355,0.556,0.639,0.523,-0.002,0.012,-0.137,0.891,0.512,0.138,3.717,0,0.069,0.074,0.931,0.352,0.25,0.16,1.562,0.118,106.505,6.224,17.111,0,0.294,0.068,4.335,0,-2.068,0.581,-3.56,0,22.235,1.131,19.656,0,1.198,0.141,8.516,0,0.033,0.009,3.796,0,0.109,0.027,4.06,0,2.619,0.116,22.54,0,47.374,0.61,77.68,0,-1.023,0.071,-14.308,0,9.686,0.068,143.02,0,-0.018,0.014,-1.244,0.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:57 AM","RADC","b1","female","a",NA,NA,"grip","bostonstorydelay",1,961,13,NA,21,-23101.318,46244.635,46346.863,46280.167,46245.6190255591,"b1_female_a_grip_bostonstorydelay_13.out"," radcMAP_wide.dat",0.418,0.557,0.75,0.453,-0.002,0.012,-0.158,0.874,0.489,0.136,3.59,0,0.06,0.073,0.821,0.411,0.255,0.161,1.579,0.114,107.685,6.256,17.212,0,0.314,0.067,4.658,0,-2.363,0.575,-4.113,0,22.352,1.134,19.713,0,1.221,0.141,8.661,0,0.034,0.008,3.987,0,0.1,0.027,3.764,0,2.647,0.117,22.673,0,47.426,0.611,77.577,0,-1.043,0.072,-14.571,0,9.687,0.068,142.453,0,-0.018,0.014,-1.264,0.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015","12:58 AM","RADC","b1","female","a",NA,NA,"grip","bostonstorydelay",1,961,14,NA,21,-23235.41,46512.82,46615.047,46548.352,46513.8040255591,"b1_female_a_grip_bostonstorydelay_14.out"," radcMAP_wide.dat",0.533,0.564,0.945,0.345,-0.002,0.012,-0.201,0.84,0.47,0.137,3.436,0.001,0.034,0.074,0.461,0.645,0.222,0.159,1.397,0.162,108.202,6.27,17.256,0,0.333,0.068,4.869,0,-2.482,0.572,-4.339,0,22.309,1.13,19.748,0,1.23,0.14,8.773,0,0.034,0.008,4.074,0,0.098,0.026,3.731,0,2.654,0.116,22.82,0,47.45,0.612,77.589,0,-1.051,0.072,-14.663,0,9.69,0.068,142.525,0,-0.019,0.014,-1.318,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015"," 1:00 AM","RADC","b1","female","a",NA,NA,"grip","bostonstorydelay",1,961,15,NA,21,-23337.897,46717.794,46820.021,46753.326,46718.7780255591,"b1_female_a_grip_bostonstorydelay_15.out"," radcMAP_wide.dat",0.609,0.568,1.072,0.284,-0.001,0.012,-0.101,0.919,0.432,0.136,3.169,0.002,0.04,0.072,0.56,0.575,0.202,0.158,1.279,0.201,107.689,6.208,17.345,0,0.306,0.064,4.814,0,-2.352,0.551,-4.269,0,22.438,1.119,20.054,0,1.225,0.14,8.78,0,0.032,0.008,3.927,0,0.099,0.026,3.885,0,2.678,0.119,22.593,0,47.433,0.611,77.655,0,-1.047,0.071,-14.774,0,9.69,0.068,142.69,0,-0.018,0.014,-1.283,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015"," 1:01 AM","RADC","b1","female","a",NA,NA,"grip","bostonstorydelay",1,961,16,NA,21,-23395.516,46833.032,46935.26,46868.564,46834.0160255591,"b1_female_a_grip_bostonstorydelay_16.out"," radcMAP_wide.dat",0.644,0.571,1.127,0.26,0.001,0.012,0.094,0.925,0.418,0.138,3.022,0.003,0.034,0.071,0.481,0.631,0.193,0.157,1.226,0.22,107.754,6.204,17.367,0,0.301,0.062,4.817,0,-2.352,0.543,-4.333,0,22.405,1.116,20.072,0,1.244,0.14,8.895,0,0.034,0.008,4.136,0,0.094,0.026,3.645,0,2.672,0.118,22.594,0,47.428,0.611,77.657,0,-1.045,0.071,-14.789,0,9.69,0.068,142.497,0,-0.018,0.014,-1.277,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
"Mplus VERSION 7.3","0.1","10/05/2015"," 1:03 AM","RADC","b1","female","a",NA,NA,"grip","bostonstorydelay",1,961,17,NA,21,-23404.588,46851.176,46953.403,46886.708,46852.1600255591,"b1_female_a_grip_bostonstorydelay_17.out"," radcMAP_wide.dat",0.65,0.571,1.138,0.255,0.001,0.012,0.104,0.917,0.416,0.138,3.013,0.003,0.033,0.071,0.457,0.648,0.194,0.157,1.23,0.219,107.802,6.204,17.375,0,0.303,0.062,4.852,0,-2.363,0.543,-4.356,0,22.39,1.116,20.069,0,1.245,0.14,8.907,0,0.034,0.008,4.124,0,0.093,0.026,3.643,0,2.671,0.118,22.582,0,47.429,0.611,77.652,0,-1.045,0.071,-14.781,0,9.69,0.068,142.481,0,-0.018,0.014,-1.284,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No observations"
"Mplus VERSION 7.3","0.1","10/05/2015"," 1:06 AM","RADC","b1","female","a",NA,NA,"grip","bostonstorydelay",1,961,4,NA,21,-14353.906,28749.811,28852.039,28785.343,28750.7950255591,"b1_female_a_grip_bostonstorydelay_4.out"," radcMAP_wide.dat",0.254,0.664,0.383,0.701,-0.083,0.095,-0.877,0.38,0.811,0.362,2.24,0.025,0.067,0.213,0.314,0.753,0.179,0.217,0.828,0.407,108.338,6.755,16.037,0,0.871,0.486,1.792,0.073,-3.417,1.36,-2.511,0.012,20.276,1.183,17.135,0,1.244,0.18,6.923,0,0.132,0.049,2.722,0.006,0.084,0.084,1.002,0.316,2.23,0.131,17.003,0,47.292,0.636,74.398,0,-0.919,0.169,-5.433,0,9.609,0.078,122.559,0,0.046,0.04,1.138,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0,NA
